date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
29/01/2010,brun,24.0,14.0,34588.0,M,doctorat,geologie,102.17,oui,0
12/05/2010,blond,24.0,14.0,25185.0,M,master,geologie,100.77,non,0
04/01/2012,chatain,38.0,8.0,29610.0,M,doctorat,geologie,103.41,oui,0
17/12/2014,chatain,42.0,9.0,28234.0,F,master,geologie,89.09,non,0
28/09/2010,brun,38.0,9.0,33506.0,F,licence,detective,67.64,non,0
13/02/2012,blond,10.0,13.0,29951.0,M,licence,geologie,38.23,non,0
06/09/2012,roux,53.0,11.0,39615.0,M,licence,geologie,60.68,non,0
09/04/2010,brun,36.0,12.0,32275.0,F,master,detective,92.25,oui,0
27/02/2014,blond,29.0,8.0,31746.0,M,master,detective,67.71,oui,0
20/03/2014,blond,42.0,6.0,32316.0,,licence,geologie,67.35,non,0
27/10/2011,brun,46.0,9.0,41515.0,F,bac,geologie,77.71,non,0
21/12/2014,brun,45.0,9.0,35965.0,F,licence,detective,59.37,non,0
17/07/2012,blond,24.0,8.0,30077.0,F,master,geologie,90.76,non,1
28/05/2013,chatain,29.0,5.0,36784.0,M,licence,geologie,36.21,non,0
20/03/2013,brun,30.0,10.0,37884.0,F,licence,forage,,non,0
27/06/2012,chatain,51.0,13.0,29384.0,F,master,geologie,86.06,non,0
21/12/2013,chatain,30.0,10.0,35761.0,F,master,forage,47.04,non,1
12/10/2014,blond,33.0,10.0,40631.0,F,licence,geologie,83.87,oui,1
11/11/2011,brun,25.0,11.0,35564.0,F,licence,geologie,69.45,non,0
09/08/2013,chatain,40.0,12.0,33662.0,F,master,geologie,77.38,non,0
18/10/2012,chatain,31.0,14.0,28609.0,F,doctorat,detective,101.99,oui,0
14/02/2011,blond,31.0,6.0,27991.0,F,licence,detective,97.3,non,0
04/10/2013,blond,35.0,9.0,31150.0,M,licence,geologie,56.75,non,0
19/02/2010,brun,37.0,11.0,35884.0,M,,geologie,84.28,oui,0
28/05/2012,chatain,14.0,5.0,32111.0,F,doctorat,detective,105.29,oui,0
10/12/2013,brun,45.0,9.0,43411.0,F,licence,forage,81.03,oui,0
27/12/2011,blond,40.0,11.0,41704.0,M,bac,geologie,69.85,non,0
03/03/2013,blond,28.0,12.0,39498.0,F,licence,geologie,76.25,oui,1
12/11/2013,chatain,28.0,7.0,31436.0,F,master,geologie,86.18,non,0
24/08/2010,chatain,45.0,11.0,38913.0,F,master,detective,60.13,non,1
19/04/2014,blond,37.0,9.0,38021.0,F,bac,detective,86.55,non,0
05/04/2010,brun,31.0,9.0,36580.0,M,licence,geologie,34.09,non,0
27/09/2014,brun,26.0,6.0,49887.0,M,bac,detective,19.16,non,0
31/08/2011,chatain,33.0,11.0,34899.0,F,master,forage,111.9,oui,0
26/03/2011,chatain,32.0,8.0,45007.0,M,licence,detective,55.64,oui,0
24/04/2012,brun,38.0,19.0,36816.0,M,licence,geologie,61.75,non,0
14/01/2012,brun,35.0,10.0,34648.0,M,master,forage,71.9,oui,0
22/07/2010,brun,41.0,7.0,36907.0,F,master,detective,82.55,oui,0
03/12/2013,blond,35.0,7.0,29419.0,F,licence,detective,82.55,non,0
08/07/2012,blond,23.0,7.0,25466.0,M,doctorat,detective,113.1,oui,0
11/08/2011,blond,25.0,4.0,38768.0,F,bac,geologie,66.82,non,0
04/11/2011,chatain,35.0,9.0,38462.0,F,licence,forage,73.8,non,0
31/12/2011,chatain,28.0,5.0,43906.0,F,licence,geologie,65.6,non,0
24/04/2011,brun,35.0,13.0,37526.0,M,master,detective,82.59,oui,1
13/03/2010,brun,31.0,15.0,41004.0,M,licence,geologie,69.43,oui,0
15/02/2013,chatain,34.0,7.0,33847.0,F,licence,forage,61.89,non,0
26/07/2014,blond,27.0,11.0,37177.0,F,licence,detective,91.04,oui,0
21/02/2014,chatain,17.0,7.0,44459.0,M,master,detective,57.91,oui,0
11/06/2012,brun,37.0,11.0,36161.0,F,master,archeologie,102.37,oui,0
13/05/2012,blond,37.0,6.0,39864.0,M,bac,geologie,40.41,non,0
13/09/2010,brun,37.0,11.0,29256.0,M,doctorat,forage,88.66,oui,0
04/08/2014,blond,43.0,12.0,37080.0,M,master,forage,80.51,oui,0
27/07/2012,brun,42.0,7.0,35568.0,M,master,geologie,108.11,oui,0
30/11/2010,blond,30.0,13.0,25498.0,M,licence,geologie,71.78,non,0
29/06/2013,brun,47.0,6.0,39046.0,M,licence,geologie,80.75,non,1
29/06/2013,chatain,26.0,7.0,34374.0,F,master,detective,98.53,oui,0
03/01/2010,chatain,35.0,7.0,38163.0,M,master,geologie,62.38,non,0
17/04/2014,chatain,39.0,13.0,36921.0,M,licence,geologie,62.22,non,0
11/03/2010,brun,41.0,10.0,33539.0,F,licence,archeologie,78.62,non,0
30/05/2014,chatain,51.0,10.0,29393.0,M,doctorat,geologie,100.69,oui,0
06/11/2011,brun,35.0,13.0,32522.0,F,bac,geologie,90.99,non,0
10/01/2010,roux,38.0,12.0,36975.0,M,licence,forage,34.52,non,0
07/06/2011,brun,38.0,8.0,38614.0,F,master,forage,88.51,oui,0
19/05/2011,chatain,24.0,12.0,32335.0,F,master,geologie,95.54,non,0
12/01/2011,chatain,41.0,10.0,31584.0,M,doctorat,geologie,100.02,oui,0
14/07/2014,brun,46.0,11.0,32297.0,F,master,geologie,93.14,non,0
26/05/2011,brun,6.0,9.0,33213.0,F,licence,forage,70.92,non,0
23/01/2010,chatain,41.0,10.0,36063.0,M,master,geologie,61.47,non,0
27/03/2011,blond,38.0,13.0,29283.0,M,doctorat,geologie,87.63,non,1
08/06/2014,chatain,39.0,9.0,32078.0,M,doctorat,geologie,91.63,oui,0
17/05/2012,roux,26.0,8.0,32111.0,M,master,detective,72.51,oui,0
22/02/2013,brun,51.0,11.0,27920.0,F,master,forage,88.62,non,0
24/08/2011,chatain,36.0,9.0,36850.0,F,licence,forage,114.39,non,0
12/11/2013,chatain,11.0,10.0,37872.0,M,master,forage,50.82,oui,0
25/11/2011,blond,53.0,7.0,45695.0,M,bac,geologie,55.86,oui,0
14/09/2012,brun,44.0,7.0,31188.0,M,doctorat,geologie,80.54,oui,0
16/04/2014,chatain,36.0,14.0,32968.0,F,doctorat,geologie,52.56,oui,1
06/05/2013,blond,44.0,16.0,36213.0,M,bac,geologie,49.16,non,0
29/01/2012,roux,57.0,12.0,32427.0,M,bac,geologie,72.17,non,0
26/07/2012,chatain,35.0,14.0,47401.0,,master,archeologie,66.07,oui,0
08/08/2013,blond,25.0,10.0,39277.0,M,licence,geologie,59.62,non,0
12/10/2012,brun,38.0,10.0,34464.0,M,master,geologie,68.49,non,0
03/02/2011,brun,34.0,8.0,28021.0,M,doctorat,forage,81.76,oui,0
13/01/2010,brun,33.0,10.0,31173.0,F,licence,geologie,69.81,non,0
27/12/2011,chatain,36.0,11.0,31146.0,F,master,geologie,60.04,non,1
26/07/2011,roux,21.0,7.0,26137.0,M,master,geologie,75.42,non,0
29/11/2011,chatain,,11.0,28334.0,F,doctorat,forage,102.57,oui,0
26/12/2012,chatain,31.0,7.0,26355.0,F,master,forage,96.71,non,0
10/03/2012,brun,32.0,3.0,28241.0,M,master,geologie,83.63,non,0
28/11/2013,brun,46.0,7.0,30486.0,F,doctorat,detective,98.62,oui,0
13/08/2012,roux,43.0,12.0,33659.0,M,bac,geologie,47.07,non,0
24/08/2011,chatain,31.0,10.0,31751.0,F,master,detective,56.0,non,0
06/04/2010,blond,39.0,14.0,36356.0,M,bac,geologie,42.68,non,0
14/06/2012,blond,35.0,12.0,39414.0,M,master,geologie,93.14,oui,0
07/04/2014,chatain,40.0,4.0,34694.0,M,master,geologie,76.47,non,0
12/06/2011,chatain,32.0,5.0,42295.0,F,bac,detective,54.25,non,0
16/10/2014,blond,46.0,10.0,31921.0,F,bac,detective,66.91,non,0
24/04/2014,blond,43.0,8.0,37794.0,M,licence,geologie,78.48,non,0
25/08/2012,blond,33.0,6.0,39564.0,M,licence,detective,51.77,oui,0
23/10/2013,blond,56.0,14.0,42244.0,M,master,archeologie,73.78,oui,0
30/12/2011,,35.0,9.0,32384.0,F,master,forage,78.74,non,0
02/03/2012,brun,31.0,7.0,29388.0,M,master,geologie,84.83,non,0
20/09/2014,blond,48.0,10.0,36122.0,M,licence,detective,78.85,oui,0
18/01/2010,chatain,33.0,12.0,34751.0,F,master,geologie,72.32,non,0
23/06/2012,blond,37.0,13.0,42144.0,M,licence,forage,58.21,oui,0
06/09/2010,chatain,41.0,10.0,37326.0,M,master,geologie,55.52,non,0
05/03/2010,blond,40.0,6.0,29553.0,M,master,geologie,67.27,non,0
16/03/2014,chatain,36.0,10.0,25319.0,F,doctorat,geologie,109.18,non,0
07/01/2012,brun,43.0,12.0,33632.0,F,licence,forage,80.76,non,0
07/12/2012,brun,27.0,7.0,22621.0,F,doctorat,detective,123.16,oui,0
04/06/2010,chatain,41.0,6.0,34526.0,F,doctorat,geologie,84.57,non,0
19/06/2013,chatain,40.0,7.0,37099.0,M,master,forage,56.96,oui,0
03/06/2014,blond,30.0,11.0,22142.0,F,master,forage,88.74,non,0
01/04/2010,brun,27.0,11.0,29203.0,M,master,forage,,oui,0
23/06/2012,roux,35.0,14.0,33931.0,M,licence,geologie,64.78,non,0
27/09/2014,chatain,41.0,5.0,35070.0,F,,detective,57.96,non,1
03/01/2013,brun,22.0,8.0,29798.0,M,master,forage,70.6,oui,0
09/03/2011,blond,38.0,10.0,37824.0,M,licence,geologie,72.54,non,0
05/12/2010,chatain,35.0,6.0,35701.0,M,master,forage,51.84,non,0
08/10/2011,roux,33.0,10.0,32044.0,M,bac,geologie,51.23,non,0
12/10/2014,blond,31.0,10.0,31140.0,M,master,geologie,63.98,non,0
19/05/2012,blond,28.0,5.0,38066.0,M,bac,geologie,84.66,non,0
24/02/2013,blond,53.0,6.0,30572.0,M,master,forage,91.15,oui,0
14/10/2010,brun,43.0,9.0,36527.0,F,licence,detective,78.77,oui,0
02/05/2011,roux,44.0,8.0,44438.0,M,licence,geologie,111.1,oui,1
16/05/2013,chatain,34.0,6.0,27248.0,F,doctorat,detective,109.43,oui,0
20/12/2010,brun,48.0,13.0,26188.0,F,master,detective,85.03,non,0
05/12/2012,chatain,30.0,5.0,29004.0,F,master,geologie,78.17,non,0
15/02/2014,chatain,37.0,11.0,30858.0,F,master,forage,94.18,non,0
26/05/2014,blond,25.0,10.0,29200.0,F,licence,forage,87.2,non,0
25/09/2012,blond,41.0,4.0,28942.0,F,bac,geologie,83.76,non,0
17/09/2011,roux,38.0,5.0,30065.0,M,bac,geologie,69.81,non,0
11/02/2012,blond,43.0,4.0,33394.0,M,licence,geologie,56.3,non,0
08/04/2010,roux,27.0,8.0,35314.0,M,licence,detective,81.98,oui,0
29/12/2013,chatain,33.0,15.0,46752.0,M,licence,detective,67.13,oui,0
12/08/2012,blond,52.0,7.0,32925.0,M,licence,forage,77.21,non,0
15/03/2010,chatain,30.0,6.0,39925.0,M,master,geologie,53.08,non,0
04/12/2011,blond,18.0,7.0,33589.0,F,master,archeologie,105.02,oui,0
08/04/2012,blond,23.0,6.0,30232.0,M,licence,geologie,63.51,non,0
10/07/2013,blond,21.0,13.0,34291.0,M,licence,detective,87.52,non,1
09/03/2011,chatain,47.0,3.0,38789.0,F,licence,geologie,71.03,non,0
04/06/2013,roux,51.0,14.0,35937.0,M,licence,geologie,60.12,non,0
05/12/2013,chatain,25.0,16.0,35209.0,F,doctorat,detective,104.78,oui,0
21/07/2011,brun,55.0,8.0,30698.0,F,doctorat,archeologie,82.8,oui,0
13/12/2010,chatain,33.0,6.0,29842.0,F,master,geologie,68.52,non,0
23/12/2011,brun,47.0,9.0,32851.0,F,master,detective,82.01,oui,0
12/11/2014,roux,48.0,12.0,36357.0,M,bac,geologie,67.51,non,0
30/01/2010,chatain,40.0,10.0,35397.0,F,doctorat,detective,96.27,oui,0
27/03/2012,blond,35.0,9.0,38661.0,F,bac,geologie,60.87,non,0
26/02/2011,brun,35.0,16.0,39391.0,M,master,detective,70.37,oui,0
11/08/2014,chatain,42.0,13.0,26210.0,F,master,geologie,67.32,non,0
21/08/2012,chatain,33.0,12.0,34968.0,F,master,forage,69.78,non,0
03/11/2011,chatain,34.0,12.0,33230.0,F,doctorat,geologie,101.93,oui,0
27/07/2014,chatain,28.0,16.0,39814.0,F,licence,detective,43.36,non,0
06/02/2012,blond,51.0,5.0,35311.0,F,bac,geologie,58.94,non,0
25/05/2013,chatain,,12.0,37450.0,F,master,detective,80.01,oui,0
08/01/2014,roux,39.0,11.0,44973.0,M,bac,geologie,51.72,non,0
08/09/2013,blond,33.0,7.0,35145.0,M,master,geologie,61.84,non,1
17/03/2014,chatain,19.0,10.0,36250.0,M,licence,geologie,55.26,non,0
18/01/2010,brun,43.0,15.0,38336.0,M,licence,geologie,60.96,non,0
05/01/2014,blond,29.0,11.0,46247.0,M,licence,geologie,62.55,oui,0
09/10/2013,blond,39.0,9.0,31441.0,F,bac,forage,94.25,non,0
21/12/2012,blond,33.0,5.0,35145.0,M,bac,geologie,52.07,non,0
31/01/2011,chatain,19.0,8.0,27762.0,F,,geologie,96.38,non,0
13/02/2012,brun,46.0,11.0,44233.0,M,licence,detective,54.33,oui,0
13/10/2014,roux,31.0,8.0,28724.0,M,licence,geologie,66.23,non,0
21/01/2013,chatain,25.0,12.0,46575.0,F,licence,forage,59.84,non,0
29/11/2011,brun,31.0,4.0,30757.0,F,doctorat,archeologie,93.48,oui,1
25/11/2010,brun,35.0,12.0,32987.0,M,master,geologie,104.09,oui,0
10/03/2010,blond,38.0,15.0,30472.0,M,licence,geologie,58.13,non,0
17/01/2010,blond,19.0,13.0,30941.0,M,master,forage,77.25,oui,0
25/11/2011,chatain,30.0,6.0,36679.0,M,master,geologie,76.25,oui,0
01/05/2014,chatain,24.0,13.0,40986.0,M,master,geologie,61.56,non,1
16/07/2013,brun,28.0,5.0,38459.0,M,master,forage,47.19,oui,0
21/06/2013,blond,16.0,5.0,33278.0,M,master,detective,78.19,oui,0
19/04/2014,blond,18.0,9.0,36148.0,M,bac,geologie,35.87,non,0
13/06/2011,chatain,35.0,11.0,30673.0,F,licence,detective,51.52,non,1
19/07/2011,blond,25.0,10.0,31584.0,F,licence,geologie,89.25,non,0
19/01/2014,blond,32.0,12.0,26361.0,M,master,forage,77.15,non,0
30/06/2011,blond,30.0,11.0,30805.0,M,licence,geologie,76.61,non,0
07/08/2011,blond,35.0,8.0,30448.0,F,licence,forage,82.5,non,0
22/11/2012,chatain,28.0,12.0,43421.0,F,master,archeologie,82.45,oui,0
05/10/2012,chatain,22.0,8.0,36852.0,F,licence,geologie,57.09,non,0
11/09/2013,chatain,13.0,5.0,37045.0,F,licence,detective,70.3,non,0
23/12/2013,blond,26.0,11.0,28534.0,M,doctorat,detective,100.58,oui,0
29/01/2013,chatain,35.0,10.0,35832.0,M,doctorat,geologie,73.36,oui,1
,blond,24.0,15.0,38295.0,M,bac,geologie,61.51,non,0
09/02/2010,blond,32.0,14.0,29175.0,F,doctorat,archeologie,106.02,oui,0
03/09/2012,brun,8.0,11.0,36125.0,M,master,geologie,69.76,oui,0
12/01/2012,blond,11.0,11.0,35842.0,M,licence,forage,55.83,non,0
20/12/2012,blond,28.0,8.0,36003.0,F,licence,geologie,80.88,non,0
06/02/2012,brun,30.0,12.0,28511.0,F,licence,detective,57.11,non,0
17/02/2010,blond,25.0,11.0,31325.0,M,master,detective,92.84,oui,0
27/07/2011,roux,38.0,9.0,30165.0,M,master,geologie,109.61,oui,0
10/05/2010,brun,35.0,11.0,44864.0,M,bac,geologie,50.78,non,0
03/09/2013,blond,59.0,13.0,38394.0,F,bac,archeologie,75.88,non,1
30/07/2010,brun,40.0,7.0,34114.0,M,master,geologie,81.3,oui,0
02/09/2014,chatain,35.0,8.0,33918.0,F,master,detective,97.32,oui,0
26/08/2012,chatain,42.0,14.0,29045.0,F,doctorat,forage,90.1,oui,0
14/02/2010,blond,34.0,14.0,43051.0,M,bac,geologie,37.78,non,0
06/04/2010,blond,29.0,11.0,35683.0,M,licence,geologie,64.05,oui,0
30/10/2012,brun,34.0,11.0,36812.0,M,master,geologie,79.28,oui,1
01/03/2010,blond,41.0,8.0,38072.0,M,master,detective,81.48,oui,0
07/09/2010,chatain,38.0,11.0,35573.0,M,,detective,68.56,oui,0
21/03/2012,roux,27.0,9.0,29129.0,M,licence,geologie,81.76,non,0
20/03/2013,blond,30.0,10.0,33519.0,M,master,archeologie,93.28,oui,1
08/11/2011,chatain,2.0,11.0,30937.0,F,licence,detective,73.86,non,0
07/10/2014,chatain,42.0,11.0,26393.0,M,doctorat,forage,106.61,oui,0
12/04/2012,brun,39.0,12.0,39252.0,M,bac,geologie,35.78,non,0
21/05/2014,chatain,38.0,9.0,31916.0,,doctorat,detective,86.96,oui,0
16/08/2011,brun,30.0,13.0,32645.0,M,licence,forage,62.9,non,0
10/10/2013,brun,36.0,15.0,40162.0,M,master,detective,95.16,oui,0
04/05/2013,brun,33.0,11.0,,M,doctorat,archeologie,83.76,oui,0
08/04/2012,brun,42.0,13.0,28391.0,M,doctorat,detective,96.91,oui,0
12/04/2012,brun,36.0,14.0,33184.0,M,doctorat,archeologie,70.99,oui,0
01/12/2011,blond,37.0,5.0,38157.0,M,bac,geologie,68.25,non,0
17/11/2012,chatain,35.0,12.0,37273.0,F,master,geologie,86.09,oui,0
27/07/2012,blond,26.0,9.0,29427.0,M,master,forage,84.24,oui,0
12/10/2013,brun,32.0,8.0,31591.0,F,master,detective,73.58,oui,0
06/03/2011,chatain,29.0,9.0,34926.0,F,master,geologie,94.66,oui,0
30/03/2011,chatain,54.0,4.0,40224.0,F,master,detective,64.73,oui,0
26/11/2013,roux,22.0,7.0,26868.0,M,bac,geologie,53.05,non,0
11/04/2011,brun,35.0,4.0,39249.0,F,licence,archeologie,73.46,oui,0
06/04/2012,roux,36.0,5.0,34057.0,M,licence,geologie,72.32,non,0
10/10/2014,blond,21.0,12.0,31912.0,M,master,geologie,89.92,non,0
28/07/2014,brun,27.0,6.0,36014.0,F,master,geologie,92.16,non,0
16/10/2014,blond,33.0,12.0,32032.0,F,licence,geologie,92.0,non,0
15/12/2012,chatain,29.0,16.0,34261.0,M,doctorat,geologie,84.87,non,0
23/04/2012,brun,32.0,9.0,36006.0,F,master,detective,90.09,oui,0
09/04/2010,blond,42.0,6.0,27574.0,F,master,geologie,98.32,non,0
27/06/2013,blond,25.0,8.0,38414.0,M,licence,geologie,76.85,non,0
25/09/2013,blond,41.0,7.0,40192.0,M,master,geologie,80.22,oui,1
02/02/2010,brun,37.0,6.0,41129.0,F,master,archeologie,95.21,oui,0
01/04/2012,brun,30.0,14.0,34650.0,M,licence,detective,80.26,non,1
06/11/2012,roux,32.0,5.0,32245.0,M,bac,geologie,84.65,non,0
11/05/2012,chatain,44.0,5.0,42779.0,M,doctorat,detective,85.31,oui,0
07/09/2014,brun,24.0,9.0,37806.0,M,master,geologie,69.0,oui,1
06/03/2011,brun,35.0,7.0,41069.0,M,master,geologie,73.21,oui,1
04/06/2011,roux,45.0,6.0,35039.0,M,licence,geologie,80.92,non,0
26/10/2010,chatain,31.0,10.0,34261.0,F,master,archeologie,82.5,oui,0
15/07/2013,chatain,44.0,8.0,43896.0,M,master,detective,61.62,oui,0
14/06/2012,brun,45.0,10.0,35475.0,F,master,forage,88.59,non,0
06/12/2013,brun,29.0,10.0,34154.0,F,licence,detective,67.33,non,1
09/10/2012,chatain,23.0,17.0,41880.0,F,master,forage,71.5,oui,0
13/01/2011,blond,39.0,8.0,28612.0,F,master,detective,98.38,non,0
01/10/2011,chatain,26.0,10.0,42679.0,M,master,forage,73.78,oui,0
28/07/2014,roux,34.0,8.0,36445.0,F,bac,detective,76.26,non,0
01/09/2011,brun,37.0,8.0,39060.0,F,master,archeologie,80.03,oui,0
24/10/2014,brun,29.0,5.0,37308.0,F,master,detective,72.38,oui,0
03/02/2014,blond,33.0,11.0,36534.0,M,licence,geologie,54.0,non,0
21/12/2012,chatain,42.0,7.0,32089.0,M,doctorat,geologie,89.45,oui,0
24/09/2012,chatain,24.0,6.0,35706.0,F,doctorat,geologie,104.99,oui,0
12/09/2011,chatain,22.0,11.0,36306.0,M,doctorat,forage,78.24,oui,0
04/02/2014,brun,44.0,9.0,33075.0,M,licence,geologie,73.55,non,1
02/01/2010,chatain,33.0,7.0,39368.0,F,master,archeologie,90.34,oui,0
12/02/2013,blond,39.0,11.0,28210.0,F,licence,detective,87.6,non,0
12/10/2010,blond,27.0,9.0,31342.0,M,licence,geologie,61.01,non,0
20/11/2013,chatain,24.0,8.0,28256.0,M,master,geologie,62.4,non,0
01/11/2010,brun,25.0,12.0,34982.0,M,licence,forage,54.94,non,0
26/07/2014,brun,39.0,8.0,36610.0,M,doctorat,archeologie,101.75,oui,0
21/08/2013,chatain,36.0,7.0,32790.0,F,master,archeologie,82.13,non,0
02/03/2013,blond,60.0,5.0,33189.0,F,bac,forage,71.36,non,0
07/05/2012,roux,30.0,6.0,35789.0,M,licence,detective,76.38,oui,0
18/12/2014,blond,22.0,9.0,29652.0,F,licence,forage,68.42,non,0
21/07/2012,brun,39.0,10.0,33813.0,M,master,detective,83.04,oui,0
24/07/2013,chatain,53.0,5.0,37667.0,M,doctorat,geologie,78.37,oui,0
02/05/2014,brun,35.0,11.0,28991.0,F,master,archeologie,99.26,oui,0
10/11/2012,brun,40.0,11.0,29102.0,F,doctorat,forage,100.59,oui,0
01/04/2010,chatain,30.0,10.0,35267.0,M,doctorat,geologie,70.34,oui,0
11/12/2011,blond,40.0,16.0,43142.0,M,licence,detective,56.91,oui,0
14/02/2010,roux,41.0,4.0,38539.0,F,bac,detective,83.07,oui,0
16/10/2013,blond,42.0,17.0,32427.0,M,licence,geologie,89.77,non,0
22/07/2014,chatain,25.0,9.0,35584.0,F,doctorat,detective,95.78,oui,0
27/03/2014,chatain,59.0,10.0,29228.0,F,doctorat,geologie,90.32,non,0
02/08/2010,blond,55.0,10.0,32539.0,M,licence,geologie,57.6,non,0
26/06/2010,chatain,15.0,9.0,34848.0,F,master,detective,88.03,oui,0
05/11/2012,chatain,15.0,12.0,41755.0,F,master,archeologie,45.56,oui,0
23/03/2010,blond,30.0,12.0,28054.0,M,master,geologie,90.96,non,1
30/04/2013,blond,27.0,16.0,34593.0,F,bac,geologie,65.93,non,0
11/10/2013,chatain,31.0,3.0,26521.0,F,master,geologie,74.72,non,0
21/08/2013,brun,48.0,6.0,36128.0,M,licence,detective,84.04,oui,1
26/09/2012,blond,29.0,8.0,28644.0,M,master,geologie,74.68,non,0
10/07/2013,brun,35.0,11.0,35464.0,F,master,forage,80.45,non,0
07/01/2011,chatain,32.0,11.0,35026.0,F,master,geologie,85.91,non,0
25/07/2011,roux,40.0,9.0,43371.0,M,bac,forage,56.3,non,0
12/11/2011,brun,34.0,10.0,40496.0,F,licence,detective,77.88,non,0
17/09/2014,roux,41.0,10.0,37249.0,M,licence,geologie,65.21,non,0
08/08/2014,roux,28.0,4.0,47938.0,M,bac,geologie,47.97,non,0
22/06/2012,blond,35.0,12.0,30622.0,M,master,geologie,65.8,non,0
14/04/2011,roux,54.0,11.0,32374.0,M,licence,geologie,70.89,non,0
25/09/2013,blond,28.0,7.0,40719.0,F,bac,forage,51.17,non,0
03/12/2012,blond,39.0,14.0,44872.0,M,licence,geologie,53.31,oui,0
21/06/2011,blond,11.0,5.0,34753.0,M,master,geologie,58.47,oui,0
08/03/2013,blond,20.0,4.0,34755.0,M,master,geologie,80.78,oui,1
05/11/2010,chatain,49.0,7.0,31068.0,F,master,geologie,63.37,non,0
26/06/2013,blond,47.0,8.0,35195.0,M,licence,forage,59.9,non,0
27/06/2013,chatain,44.0,9.0,51021.0,M,bac,geologie,30.84,non,0
22/03/2011,roux,17.0,10.0,44724.0,F,bac,archeologie,51.51,oui,0
21/08/2012,chatain,30.0,7.0,47221.0,M,master,geologie,57.41,oui,0
04/07/2010,blond,31.0,10.0,41126.0,M,licence,detective,78.91,oui,0
23/12/2011,blond,37.0,4.0,40458.0,F,licence,archeologie,89.29,oui,0
26/09/2012,brun,42.0,8.0,33027.0,F,doctorat,detective,107.03,oui,0
09/11/2012,brun,33.0,10.0,42944.0,M,licence,forage,56.34,oui,0
02/04/2013,blond,21.0,14.0,38490.0,M,bac,forage,26.82,non,0
03/09/2010,blond,35.0,11.0,31674.0,M,licence,detective,84.42,non,1
23/08/2010,chatain,34.0,8.0,31781.0,M,licence,geologie,50.88,non,0
10/03/2014,chatain,34.0,9.0,36914.0,F,master,forage,104.93,oui,0
17/03/2010,brun,35.0,15.0,40428.0,M,licence,geologie,61.53,non,0
30/03/2012,,36.0,10.0,30767.0,M,master,geologie,90.88,non,0
25/02/2010,brun,43.0,8.0,25164.0,M,doctorat,detective,124.27,oui,0
09/10/2013,chatain,19.0,12.0,26199.0,F,doctorat,detective,109.47,non,0
31/08/2013,brun,32.0,9.0,34281.0,M,master,forage,81.79,oui,1
24/01/2012,roux,31.0,12.0,38265.0,M,bac,geologie,89.9,oui,0
12/11/2014,blond,35.0,13.0,43830.0,M,bac,geologie,53.44,non,0
17/10/2014,blond,27.0,12.0,29195.0,F,licence,geologie,79.86,non,0
20/09/2014,brun,36.0,13.0,36937.0,F,master,detective,76.69,oui,0
17/05/2014,brun,44.0,9.0,35421.0,M,master,geologie,62.76,non,0
28/10/2013,blond,29.0,2.0,32180.0,M,licence,geologie,71.84,non,0
28/02/2011,blond,44.0,3.0,37458.0,F,licence,detective,93.12,oui,0
24/09/2010,chatain,45.0,9.0,35592.0,M,master,forage,80.14,oui,0
21/04/2011,brun,29.0,7.0,42139.0,M,licence,geologie,38.3,non,0
13/06/2011,chatain,43.0,10.0,36093.0,M,doctorat,detective,60.35,oui,0
06/07/2013,blond,35.0,6.0,33948.0,M,licence,geologie,59.77,non,0
03/08/2011,brun,30.0,12.0,29323.0,M,master,geologie,85.5,non,0
11/10/2011,brun,32.0,11.0,32006.0,F,licence,forage,70.9,non,0
29/05/2014,blond,46.0,7.0,34828.0,M,licence,geologie,58.81,non,0
12/12/2013,brun,36.0,10.0,42694.0,M,master,forage,61.72,oui,0
05/02/2013,chatain,51.0,10.0,37997.0,F,licence,geologie,71.62,non,0
07/06/2012,chatain,33.0,8.0,38086.0,M,master,geologie,67.76,oui,0
11/04/2013,blond,40.0,9.0,39005.0,M,licence,detective,81.19,oui,0
03/06/2013,chatain,38.0,10.0,33006.0,F,master,detective,82.83,oui,0
23/08/2012,blond,38.0,5.0,38041.0,M,licence,forage,100.04,oui,1
01/05/2013,brun,35.0,10.0,29645.0,M,doctorat,geologie,83.26,oui,0
15/05/2012,chatain,24.0,14.0,35847.0,M,doctorat,geologie,85.8,oui,0
22/10/2013,brun,43.0,5.0,36945.0,M,master,detective,82.48,oui,0
10/06/2013,chatain,35.0,14.0,34392.0,M,doctorat,detective,116.52,oui,0
23/03/2012,brun,44.0,11.0,34810.0,M,licence,geologie,68.53,non,0
29/08/2013,chatain,39.0,6.0,41257.0,M,master,geologie,56.52,oui,0
03/01/2014,brun,39.0,11.0,31181.0,M,doctorat,geologie,85.09,oui,0
16/08/2010,brun,32.0,11.0,45930.0,M,bac,detective,39.5,non,0
18/05/2010,roux,46.0,11.0,35477.0,M,licence,forage,74.49,non,0
29/03/2011,brun,32.0,4.0,28168.0,M,doctorat,forage,72.45,oui,0
12/12/2013,brun,35.0,6.0,34729.0,M,master,geologie,80.52,non,0
13/05/2010,roux,56.0,11.0,32692.0,M,bac,geologie,49.56,non,0
22/08/2012,blond,35.0,9.0,39463.0,F,master,geologie,73.88,oui,1
30/11/2014,chatain,26.0,10.0,39763.0,F,bac,geologie,30.52,non,0
16/10/2014,brun,25.0,11.0,30923.0,F,master,detective,86.89,oui,0
